0,5
0,5
1,5
0,5
0,5
0,5
0,5
0,09999999999999992
0,14505688267392525
0,7492914144502895
0,4982312536511205
0,4003199526948228
0,4982312536511205
0,38173675644943134
0,4982312536511205
0,7167472202250408
0,2607558701918453
0,3916068256910124
0,41155340685309266
0,38173675644943134
0,43547633985388334
0,38173675644943134
0,27158920202751424
0,4354518576735399
0,42340986266670316
0,397037260059651
0,38599734333913926
0,38049607943586417
0,39168727451594965
0,41573858671978503
0,39168727451594965
0,410225887933179
0,392795454735085
0,3912314781953665
0,39887334191316065
0,3917657827881023
0,3904119195863768
0,3950903918172523
0,3900507175398627
0,39163836100088845
0,39122456081851775
0,3873716352568559
0,39117875652434925
0,39461145605792647
0,391881494640982
0,39123554386917375
0,3907720030228295
0,39076225368135376
0,3913217151994243
0,3921003755053224
0,3913283365957916
0,39119720749854947
0,3911401464860995
0,3911313462285505
0,3912101149477741
0,39129860314710546
0,3911440964950686
0,39093954585866947
0,39119291316536775
0,39112959469024783
0,3911305187033407
0,3911120151060758
0,3911890107017313
0,3911298932229619
0,3911401464860995
0,39115136354812935
0,3911304447622603
0,3911355431260001
0,39115183351844324
0,39114337054327186
0,3911390160285816
0,3911407356660416
0,3911395980466962
0,3911392309971713
0,39114353157913845
0,39114133078775454
0,39113947077349176
0,3911409476265787
0,39114000050160486
0,39114014661843777
0,39113990144032906
